ID,Sample
24581_0,"This film was quite a pleasant surprise. I would recommend it to every one as it certainly is good cinema. A class above the stereotypical Bollywood genre you would normally expect out of South Asia, this Pakistani film explores the origins of religious fundamentalism in Pakistan along with the horrors following Partition that still scar the memories of many in the region. I would probably rate this above 1947 Earth and certainly consider it to be the most influential movies I have seen on Partition. Excellent camera work, fluent and appropriate use of Punjabi script and great top notch acting by Kiron Kher along with many veteran Pakistani actors will leave you full of emotion after you see the film. The subtitles could be a bit better for the Non-Punjabi viewer, and i think a little more spotlight should have been put on how and why the religious fundamentalist gathered such momentum in a nation leaning more towards Moderate rule after Bhutto's regime. The fact that these groups had strong economic and social backing from the U.S at the time, as they were the ones fighting the war against communist Russia should have been brought out more plainly for the viewer not familiar with the politics and history of the region at the time. And it is these same groups that received such full fledged support from the U.S at the time and painted as 'Holy Warriors' by the Western Media that are now considered terrorist organizations in the post 9/11 era. This point that the U.S played a vital hand in strengthening Islamic fundamentalist organizations under Zia's rule was i think not driven home to the extent it could have been. But all in all a wonderful first effort by Sabiha Sumar, i would give it a 9 out of 10."
24626_0,"First off, Jeff Goldblum is just awesome. Everything I've seen him in has been good, up to and including ""The Race for the Double Helix."" That being said, ""War Stories"" is just plain good. Good may in fact be an understatement. Sure, it isn't big on fleshing out, but it's a two hour telefilm, and like most movies, there isn't the time. We get a bit of backstory on the major characters, but the focus is more on the events that take place and how they affect the characters than understanding what makes the characters tick.<br /><br />Goldblum was the only member of the cast I recognized, but that isn't to say the others were bad. The actress who played opposite Goldblum, Lake Bell as Nora, I believe, was quite good, as were the other reporters. It was dramatic in parts, there was action, and I actually was totally uncertain of the outcome.<br /><br />Overall, ""War Stories"" kicked ass. It actually manages to weave a web of confusion together into a coherant, interesting story. It's one of the best made-for-tv movies I've seen in the past few years. It doesn't try to knock you over the head with a message, and it doesn't overplay any sort of 9/11 in an attempt to get pity viewership or something like that. It's just plain good."
24671_0,"This special feature from HBO a couple of years back was one of the best original programs ever done for the network. Worthy of PBS even. Taking the documented words of people who were enslaved in this country and having their comments read to us was a wonderful idea and gave viewers a more true insight for what the life of a slave was often like. It rips to pieces all of those ignorant assumptions over the years that slavery wasn't ""all that bad"". Only the worst kind of human being with a lack of education, common sense or human dignity could ever think such a thing in the first place. Unfortunately though there are many people out there who fit that category. It was a stroke of genius to pick a handful of well known black celebrities to put a face on the people whose words they were reading. Even better these celebrities, for the most part, were actors who had the ability to convey the emotion and cadence of the language used. It is as if they transport you safely back in time and give you a glimpse of a world that has fortunately passed but unfortunately has been forgotten. And by that I mean that Americans, of all races, simply do not want to deal with the subject much. Glad to see a TV special that tackles the subject honestly and does not sugarcoat the evils of this nation's history. Bravo to everyone involved.<br /><br />With that out of the way let me also address the clown KompliKated (might as well add the extra ""K"") and his blatantly ignorant comments on this special. He wrote the same junk on the HBO boards and its annoying he is trying to spread his dis-information to every site he can. You can tell how disingenuous he was by stating at first that he had hoped to come away with some insight on the situation (meaning the history of slavery from those who lived it) but was instantly disappointed. Absurd. I guess he was expecting a program that was more pro-slavery with comments from former slaves who had nothing but praise for the lives they led before they were free. Must have been too many viewings of ""Gone With the Wind"" that made him think this. Seriously though would anyone watch a special on the Holocaust and expect the words of survivors to suggest that their experiences in death camps to have been a treat and that the Nazis weren't all that bad? Of course not.<br /><br />KompliKated wrote that the special was only filmed to provoke anger and served no purpose other than to create resentment, blah, blah, blah. No, sir. The purpose was to educate and to give voice to those that suffered from such a sick institution such as slavery. It was a memorial to a chapter in this country's history. People SHOULD be angry over what happened but I don't recall the program suggesting that any black person should go attack any white person because of what occurred back in that time. He called it a racist propaganda that pours salts on open wounds. Laughable. It is racist to recite the words of former slaves in which all they did was relay their own experiences? The documentation of their suffering is propaganda? What ugly hyperbole. The problem with a lot of Americans (specifically white ones) is that they are all about remembering events in America's favor. They will never grow tired of reading and hearing about how American soldiers fought so bravely during WW2 and how the US saved France from Germany. They don't tire of bringing up (in movies, novels, history texts) how the British Empire was unfair to the American colonies which led to the American Revolution. They don't tire of the frequent mention of all the American heroes, all of the American good deeds, all of the positive moments in American history. But when someone has the audacity to point out the flaws and the bad that occurred in America, by the hands of American leaders and citizens, and all of a sudden they can't handle it. They ignore it if at all possible and ask why are the people who are bringing it up still living in the past. Hypocrites. That is why a special like this goes virtually ignored. It reminds people of America's ugly past and slaps them with cold, hard truths. Truths that go against their image of the USA and what it has stood for. That is why Americans don't have any problems not ""moving on"" when it comes to depicting the Nazi regime in Germany in the 1930s and 1940s. But when it comes to depicting a non-romanticized view of American slavery this country closes its eyes, cuffs its ears and hums really loudly to ignore the facts. That's a mark of insecurity.<br /><br />People like KompliKated are stuck in their ways and can't be reached and frankly its pointless to even bother trying. But for those of you out there who are truly objective and are capable of sitting back and learning something then I would advise you watch this presentation. Its not about whether this program is trying to generate guilt or anger or sadness. Its purpose is simply to foster more understanding on slavery's effect on a people. And it does that splendidly I might add."
24716_0,"Well I think it's actually a pretty good show. Original concept, and I like the characters.<br /><br />One thing I do think though is that it dragged on too long, a lot of things did. InuYasha should have forgotten Kikyo early on into the series, Kikyo should have died early on and stayed dead, and there were too many filler episodes with the same battle sequences. Some of the characters just get tiresome as well.<br /><br />The whole Kikyo thing.. Blablabla, give me a break. I actually prefer Kikyo over Kagome but for one, she's way too old for InuYasha. He acts like he's 16ish whereas she's about 23. Another thing, well, would they just let her be? It's been fifty years, he has Kagome now. To what purpose she was brought back I have no clue. It might have been to cause some type of confusion in Kagome and InuYasha's romance, but it didn't work. Episode 48, where InuYasha chooses Kikyo, sort of changed my idea of the whole series. I was madly in love with it until then.. when I started to just find it all a bit tiresome.<br /><br />The search for the sacred jewel shards definitely goes on far longer than it should. But I guess they just had no ideas of what to do after? They should have just ended the series, instead of just cutting it off randomly and leaving so many people wondering what eventually happens. There are a lot of filler episodes that make you feel as though you've wasted half an hour. <br /><br />Some of the antics by the characters (eg, Kagome's ""sit"", Miroku's obsession with women, Naraku in general) also dragged on far too long.<br /><br />I agree with the people who say to only watch about half of them, they just get a bit annoying after a while. <br /><br />There are a lot of good things (that I won't name.. I don't feel like typing much more), those are just the bad ones. I appreciate this series very much and it will always hold a place in my heart (it was the first anime I really loved, that's why).<br /><br />I still love the show, and watch it a lot. Those are just what I've noticed in this while..."
24761_0,"For me, this was the most moving film of the decade. Samira Makhmalbaf shows pure bravery and vision in the making. She has an intelligence and gift for speaking to the people, regardless of their nationality or beliefs. I am inspired and touched by her humanity and can only hope that she has touched many people the same way. Her message in this film is strong, simple and pure. The human soul can survive the most unheard of cruelties and repression, yet still have the capability to hope and dream even the biggest dreams. Under the most incredible circumstances, the most unexpected people rise up to be heroes. This young girl who has recently regained her voice, yet is still afraid to use her new found freedom, is our hero. She daydreams of becoming president of war torn Afghanistan, the only vision of power that she can imagine that could truly change her current situation. We catch a glimpse of her spirit while witnessing her hardships. In the end, we are left with hope, hope that when her young voice does eventually speak out, it speaks loud and clear for all to hear- sounding a message that transcends borders, nationality and religion. The true epitome of the phoenix rising from the ashes. Hats off to the simple tale of the complex truth."
24806_0,"Myterious Skin is a movie that is perfect in that it captures you in its storytelling and in the end drops its message on you in a very subtle way. Honestly if you don't have a tear in your eye in this powerful ending with its unbelievably intense music by Sigur Ros you must be dead inside. The movie revolts of the growing up of two kids, Neil and Brian, whom we follow from their childhood to their 19th years. Both play in the same baseball team as kids but don't meet again until the end of the film. Neil gets into sexual play with his baseball trainer and turns a gay hustler while Brian sees UFOs and tries to find out about the moments his mind blacked out.. of course thinking of an alien abduction. The movie basically deals with Brian trying to unfold the mystery of his blanked out memory and meeting a strange UFO-Girl with similar experiences while Neil is growing up into more and more sexual obsessed gay life.<br /><br />The way the story is told is just interesting, the acting is incredibly believable from all involved but most of all by Joseph-Gordon-Levitt and Brady Corbet as the grown up Neil and Brian. The movie has a strange calmness with some beautiful scenes ... except for one particular scene (and having seen Irreversible this is tame) I don't understand what people find shocking about Mysterious skin. The whole way of Neil growing up doesn't seem dramatic... its just the small things hidden behind his acting (like his best friend says he has a black hole where others have a heart) and his distant stare when being hugged. His realization falls close to that of Brian and the way they deal with their past seems so real one can relate to it.<br /><br />I never found myself being so touched by the subject of child abuse especially because of the calmness and the final lines Neil delivers with Brian on his lap and fading into the beautiful piano melody of Sigur Ros' Samskeyti. Mysterious Skin doesn't hammer its message into the viewers head but rather makes him think about the fact that a small moment in the early years can change a life forever and nothing can be undone again. This is a wonderful movie that leads straight into a finale with falling curtains and standing ovations ... finally after so many movies who let you down in the end. All thumbs up!"
24851_0,"An excellent movie my today's standards. There are no ""F"" words, no visual sex, & the only nudity is a brief shot of the top portion of a woman's breasts (no nipples shown) before the camera cuts away to another scene. I would recommend this to any parent wanting a movie that they can show in a mixed audience of teens/pre-teens. If it were made today, it would probably receive a PG rating.<br /><br />Robby Benson & Glynnis O'Connor play their parts well. The movie manages to capture the haunting atmosphere of the song by Bobbie Gentry. I saw it for the first time when I was 15 in 1976 and I still love to watch it."
24897_0,"This film is not a bad movie, but for some reason on here its being attacked. I watched this as a child and thought it was brilliant and watched it when ever it was on. It's got villains, treasure hunt and what shocked some good drama. If you want to make your kids happy pop them down in front of this movie and I guarantee they will enjoy it. Great family film. This film is not the Goonies but the film is based on a similar thing. A 300 year old map, pirates a treasure map and a competition on who can find the treasure first. This film is not yet out on VHS or DVD so if you get a chance to watch in on TV then I recommend you tape it to watch at a later date. Great family fun to have in you're collection, but like I said its no Goonies but it's a good film in its own right."
24941_0,"To think of all the wonderful reviews I've read of this film! The camera work, the real time walk, the fresh acting, the plot twist and noone would disclose anything, and oh the witty dialogue!<br /><br />The first thing I didn't like right away was that the opening dialogue between the unseen couple in the car discloses the whole plot twist. It's totally clear that they are about to be married to each other and that there's a bet on and she even says, 'Time it' so there was no surprise in the rest of the film for me and the friends I watched it with and we spent the rest of the film being sorry for the poor boys taken in by the girl.<br /><br />The second disappointing thing was the witty dialogue. I don't think I ever heard such meaningless pseudo-intellectual blabber in all my life. As for the acting... Well, we've seen way better than that. The girl's fiance is pretty good and some of the people in the smaller street episodes are very very good. But the lead three are plain terrible. Though, I have to say they didn't have much chance to do anything worthy considering the script.<br /><br />The third thing that I thought very amateurish and ridiculous was the so called real time walk along St. Petersburg streets. And what's more, THE St. Petersburg street, Nevsky Prospekt. Now then, one can't really portray St. Petersburg as an 'unnamed Russian city', can one? Especially by showing its main sights and most famous spots like they do in this film. The couple passed the public library at least four times, the Anichkov Palace at least three, the Hermitage (of all places) twice and bought train tickets to Moscow somewhere at a reconstruction site behind the House of Books instead of in a railway ticket centre across the street where they are really sold. That's just bad work, I say, not taking enough time to think that the viewer might actually recognize the place. Probably admitting that the film would never ever be shown in St. Petersburg itself. And it's really really funny to watch, of course.<br /><br />And, I didn't like the storyline at all. But that's a minor thing.<br /><br />There was one thing I did like, though, the episodes with people in historical costumes and the guards on the St. Isaac's observation deck. They were at least funny."
24987_0,"A lot of people have forgotten how to have a good time over the years. This movie brings it all back with its witty humour and an original plot.<br /><br />Before Mike Myers began completely embarrassing himself with the third instalment of Austin Powers, he played many a great character. This movie is not to be missed. A 9/10 in my books."
25030_0,"I'm a big fan of giallo movies, and lately I have become a fan of director Bava, but this film is simply mediocre. This Bava slasher is best remembered for influencing other movies in the subgenre (the ""Friday the 13th"" movies in particular), but the truth is that it is almost unwatchable. I've been very pleased with all the films made by Bava that I've seen, but this one has to be his worst movie. It is a tepid, overcomplicated and downright silly horror film. Imaginative murder sequences aside, it is a real mess. It is confusing for no apparent reason. I'm not sure what Bava was trying to do here, but it is a real letdown from a filmmaker that should know better. The ridiculous ending is so bizarre that I wondered if Bava was responsible for it. It is just an awful movie, so you've been warned. The uncut version of the film is titled ""Twitch of the Death Nerve"", but I do not think a few minutes of extra gore can improve such a sloppy made movie."
25076_0,"Nude women float in a space as a woman's voice hums along. Lannie, played by the multi skilled Traci Lords (Tracy) has been dreaming about naked women again. Why? Her mom (Helga Sven) brings up boys and tells her about a new man, Mr. Kennedy (Don Hodge), who she thinks likes her, but is too shy to say anything. <br /><br />Mark Radner's (Shone Taylor) hangs with Jeff (Tom Byron) and Kevin (Marc Wallice) talking guy talk. Kevin brings up Debbie and Jeff gets teased about not getting any. Mark blackmails his pilfering maid. He brings her upstairs for a triple teaming.<br /><br />Lannie and friends share girl talk by the pool. Debbie, (Bunny Bleu) goes topless with Cheryl (Susan Hart). Lannie takes the cue and follow. Cheryl talks about how she lost her virginity while babysitting with Bill (Greg Rome). She was nervous about going down at first, but he made her comfortable. Debbie boasts of making guys ""beg for it."" Kevin says he make girls like Debbie beg for it. The friends left when Mrs. Waters show up. She has her sights on Mrs. Waters Mr. Kennedy.<br /><br />Mrs. Radner (Maria Kay) is peeved at boyfriend (Herschel Savage) for driving fast. She ""recovers"" and comes unto him. She assures him that her son Mark isn't home. Mark hides and watch as they go at it by the fountain. Scene is too short. Richard Mailer and his people should have extended it, or exclude the sex scene between older people like Helga Sven and Don Hodge. <br /><br />Lannie, Jeff, Debbie and Kevin meets. Taking the hint from Kevin, Jeff takes Lannie in the kitchen. Debbie teases Kevin before sex. Lannie's dress get wet and she teases Jeff after getting naked. He gets too excited and finishes before starting. Lannie later pleasures herself to Jeff. The scene cuts back and fort between Lannie and a DREAMT encounter with Jeff (Tom Byron) outside on a picnic table. <br /><br />It's like being teased without teasing. Some anticlimactic artistry by director Richard Mailer: The debut sex scene of the highly sought after Kirstie Elizabeth ""Traci Lords"" Knussman is during a dream sequence. Viewers get a sample of her distinctive ""sexual terrorist"" moans. Traci Lords would later write that her first filmed scene was spontaneously done in a kitchen with Tom Byron. Byron has a ""sweet, dopey, puppy-dog thing"" which apparently tingled her. The production crew proceeded to seize the moment as they were in the act. In any event, THAT encounter isn't in this movie. Lords wrote of a poolside three way BEFORE production of What Gets Me Hot! Herself, another female and male. Regard for her allegedly rose when news of said escapade made the industry rounds. She didn't get paid for it. <br /><br />Other than their numerous on-screen copulation, there's been no mention by Lords of a personal relationship with Tom Byron. <br /><br />Mark talks to Kevin, then seduces Kevin's girlfriend Debbie at his house. He becomes her master. Making her get naked for some secret tongue pleasure from Wendy(Leslie Thane). Louis (David Sanders) joins in. Wendy tongues Debbie until Mark tells her to open her eyesshocking her. A foursome happened. <br /><br />Debbie tells Lannie Kevin is a boy. She wants a man like Mark. Lannie has other plans after finding out what gets her hot. She looks over at Cheryl (Susan Hart). (Some poetic money shot of sorts). We now know Traci Lords was, how they say, ""gay for the stay"" in porn. It could be the effects of the drugs."
25120_0,"""Grand Hotel"" is the kind of film that doesn't lose anything during repeated viewings. It is a marvelous MGM production that pretty much embodies the kind of thing the studio did best, during the company's most prolific era. The narrative revolves around one of Germany's most luxurious hotels, the Grand Hotel, which provides the setting for a series of interesting guests that struggle with different problems. The story is really an excuse to display glamorous stars and MGM's now famous ultra glossy production values, but who's complaining? Certainly not me. The film has an all-star cast, and it is a special treat (and lots of fun) to be able to watch each actor compete for the camera's attention. It was a smash hit when it was first released, and the film even managed to win the Oscar for Best Picture. More than seven decades later, the film has somehow retained its initial energy, thanks to the movie's fascinating cast. Watching it again, after so many years, was an enjoyable experience. I was delighted to find out that the film is still a grand piece of soapdish entertainment, and if you have yet to delved into Hollywood's early classic period of film-making, this MGM production provides a nice starting point."
25166_0,"I just wish it was longer, an hour long short would do. If that makes any sense at all. The plot drew me in like a magnetron pull. The best part though is your wonder and amazement through the adventure. Bravo I do say so myself for a well organized structure of a story. I just can't believe this isn't a big hit. I mean yes it does have some dry humor in it. That is because it fits like a skeleton key in these generic movies with extraordinary plots. I do feel a little ""deja vu"" in a sense. It feels like this was a in a show or was a short clip of a movie. Or maybe just a hybrid of random plots that already steam-lined through my mind. Don't take my word for it, see it. And see it anywhere you can(I just watched it on this site). Just imagine if this movie was a little stretched out. Instead of punching you in the face with an explosion of climatic cinema type. Maybe that is just me, but sometimes it feels like you need to beat around the bush to get to the bass of a situation. Still a great plot, climax, and hero."
25210_0,"Douglas Fairbanks Snr., can quite fairly be given credit for the first movie action star. 'The Black Pirate' has a number of sequences which highlight his magnificent athletic ability. I found myself marveling at the extended sequence where he seizes a merchant ship singlehandedly. What strength and skill, what agility and courage! I loved watching him scale the stern of the ship and was extremely impressed by his cutting open of the sails from top to bottom with a knife. Some of the work was quite funny and you could tell that the filmed footage was being shown in reverse but that doesn't stop the stunts themselves from being extremely entertaining. He's got more guts than me, I'll say that much!<br /><br />'The Black Pirate' is difficult to evaluate. Do we grade a film based upon:<br /><br />a) other pirate films b) silent films c) on a general level of enjoyment against all films<br /><br />As a silent film, and for that matter a two strip Technicolor silent film, 'The Black Pirate' is a landmark for innovation. Fairbanks had misgivings about the use of colour but felt a pirate film MUST be shown in colour. He gets great benefit. There is a great deal of implied violence (duh, a pirate film!) and the bright red colour of blood is almost shocking to see. There's a scene where a captive tries to hide a ring he's wearing by swallowing it. Unfortunately for him he's seen. After a little off camera ... searching... for the ring, a pirate presents a bloodied ring in bloodied hands as he wipes a bloodied dagger on his tunic to the captain. Pretty thrilling stuff for the 1920's. This was also a film where very serious philosophy and training were put to great effect with the fencing. You can see how it out-steps a lot of earlier swordplay films and influenced the style in films that would follow. According to film historian Rudy Behlmer on an excellent commentary track with the Kino DVD, the fencing master hired by Fairbanks became a staple of the industry. Many of the great sword fight movies from the next 25 years were his handiwork -- including 'The Adventures of Robin Hood,' and 'Captain Blood.'<br /><br />Against other pirate films, 'The Black Pirate' has perhaps more value as a curiosity. Even by the late 1930's and 40's it was being outdistanced by Errol Flynn films like 'Captain Blood' and 'The Seahawk,' Tyrone Power in 'The Black Swan,' or Burt Lancaster in 'The Crimson Pirate.' Today it gets totally wiped off the board by the 'Pirates of the Caribbean' series. Though still fun to watch, these later films are better and more enjoyable. <br /><br />This is definitely worth tracking down on the Kino DVD if you can find it. Rudy Behlmer has an excellent commentary track that is of great value to people who are interested in early Hollywood and Douglas Fairbanks. I recommend it highly for the student or the general enthusiast based upon that reason. And it is a good movie to! 'The Black Pirate' has a great sense of adventure to it with thrilling stunt work. Silent movie fans shouldn't be disappointed. Fans of pirate movies should give it a try to see what helped popularize the genre."
25256_0,"Just shy of seeming like a big time MGM musical. I'm happy to settle for this short black & white Gene Autry sagebrush saga. A very talented group assembled to appear in one of Autry's best. Gene comes home to Torpedo, Arizona and is declared honorary sheriff during a Frontier Days Celebration. He does have enough authority to clean up the town and rid Torpedo of some of the worst law breakers in the Old West. Gene gets to sing the title tune ""Melody Ranch"" as well as ""Call of the Canyon"" and a very likable ""We Never Dream the Same Dream Twice"".<br /><br />This round up of talent features: Ann Miller, Jimmy Durante, Horace McMahon and 'Gabby' Hayes as Pop Laramie and Barbara Jo Allen as 'Vera Vague'."
25300_0,"I was a little bit afraid, I can't really take yet another sugar-filled love story on the airplane, but this movie was really different. What I liked best was that unhollywoodish feeling when the movie don't try to tell me ""they love one another very much"" for 10 heavy minutes, or ""it's really sweet that they meet again"" for another 10 minutes, they just flash 10-20 seconds of nicely shot moments which is just enough for a moviegoer with above minimal intelligence to get the point. I don't like things over-explained.<br /><br />I liked the acting as well, I almost smell the lack of comfort when Felix meet the girl from time to time, and lots of closeups made me always feel that these persons are in fact real, and not acting on an average story thread. There were funny moments (flushing the phone made everyone 'AWWW!') but overall the film was rather serious.<br /><br />It was very interesting to see the ""low-budgetness"" of the movie: there wasn't really anything more than acting, dialogs; if that's good, it makes a really good movie. And the acting is good.<br /><br />After the last horrible piece of this genre I've seen - Bounce(2000) - this was a relieving experience."
25346_0,"Syfy has done it again! Combing intense horror scenes and gripping plot that will keep you on the edge of your seat! <br /><br />I am almost certain that the Matrix was based entirely off of this movie. You have Jack La Roca the chosen savior to bring peace to the zombies and the humans (ring a bell Neo?). His sexy partner Steph who Trintiy is obviously based on, and the fat Hawaiian seems to the original Oracle.<br /><br />Not only do you have these great characters you also get the one and only Martin Lawrence with his best performance since Remember the Titans. His one-liners are classic and will have you laughing uncontrollably and there is nothing like handcuffing a black guy over and over.<br /><br />Also the electric guitar riffs and the cameraman with Michael J Fox syndrome completely fit the mood of the gripping zombie sequences. <br /><br />Only one minor question goes unanswered throughout this movie.... Why don't they just stay off the road?"
25391_0,"This has got to be one of the most AMAZING films ever made, not only for the astounding cinematography, the quiet, subtle, yet overpowering drama, the incredible pacing of the story, the compelling character portraits, but also for very intelligently conceived cinema verite techniques. It is an extremely moving film, though it may be one of the most difficult movies I ever sat through, both the beauty and brutality are overwhelmingly relentless.<br /><br />Based on a true story, the film demonstrates a rare instance where Life is fuller, richer and more interesting than Fiction. The dramas that Hollywood feeds us pale in comparison to the colour of humanity and the depths of emotional courage portrayed in this film. <br /><br />It is a film to be experienced, and ranks right up there with classics like Nanook of the North, Das Boot, etc., please don't ever miss it."
25436_0,"This movie is just plain dumb. Very bad acting. Bad script, very very bad script. Danny Hoch, as Flip gave an awful performance. I really can't find anything good about this movie. Don't have more words to describe it, just plain bad."
25481_0,"I just watched this fine piece of entertainment and I must say that it's one of the best films that I have seen in a very long time. The premise is truly original. It features some great performances by veteran actors and even C. Thomas Howell! The special effects were truly mind-blowing and unique. It's so refreshing to see a movie without the use of CGI these days. I can't praise this film enough. Do yourself a favor and go see it. Earlier in the day I was contemplating suicide, but when I flipped to the Sci-Fi channel and started watching Glass Trap I remembered how great life really is. Glass Trap saved my life, it could save yours too. rofl"
25526_0,"In the movie the man who murders the people has Borderline Personlity Disorder. I myself have this. It give us a stigma that we are dangerous. I suggest all to look it up on the net. Yes, it is Fiction, but people do not get the real idea about the illnesses. Borderline people get lonely and depressed and more likely to hurt themselves along with Bipolar and Depression.<br /><br />Borderline Personality Disorder DSM IV Criteria<br /><br />A pervasive pattern of instability of interpersonal relationships, self-image, and affects, and marked impulsive beginning by early adulthood and present in a variety of contexts, as indicated by five (or more) of the following: <br /><br />1. frantic efforts to avoid real or imagined abandonment. Note: Do not include suicidal or self-mutilating behavior covered in Criterion 5.<br /><br />2. a pattern of unstable and intense interpersonal relationships characterized by alternating between extremes of idealization and devaluation. <br /><br />3. identity disturbance: markedly and persistently unstable self-image or sense of self. <br /><br />4. impulsive in at least two areas that are potentially self-damaging (e.g., spending, sex, substance abuse, reckless driving, binge eating<br /><br />5. recurrent suicidal behavior, gestures, or self-mutilating behavior <br /><br />6. affective instability due to a marked reactivity of mood (e.g., intense episodic dysphoria, irritability, or anxiety usually lasting a few hours and only rarely more than a few days). <br /><br />7. chronic feelings of emptiness"
25571_0,"This has got to be one of the ""screwiest"" movies to appear in a long time. A chauffeur fed up with working for a mean and nasty old and rich businesswoman decides to kidnap her dog and hold him ransom for $1,000,000. From there the story moves - not always logically or comprehensibly, but - hey - this is a crazy comedy after all!<br /><br />It has a lot of flaws, though. First off is that the acting is not very good. The actors seem to put enough effort and energy into their parts, but it just doesn't come across in the end. I suppose this is to be expected in this type of movie, but they seemed more interested in wild exaggeration than in good acting. Second is that the humour just isn't that funny. There are a few good laughs, but it's very inconsistent. There's no attempt at all at realism. The scene in which the dog, trying to fight off the kidnappers, gets hold of Willard's hand and shreds it, spraying blood all over the room is just plain stupid. It looks like a long wig attached to Norm MacDonald's (Willard's) arm. And, given the amount of blood that appeared in the scene, it's hard to explain why there isn't even a mark on Willard's hand the next time we see him! A miracle cure for dog bites? I mean, I don't expect perfection from this kind of movie, but it would be nice if there were at least some effort put into continuity. How much would it have cost to put a bandage on Willard's hand?<br /><br />Most of the performances are sub-par. MacDonald seemed quite artificial most of the way through. Sherman Hemsley as Chip was a disaster. Elaine Stritch was certainly crotchety, but also not especially funny as Miss Crock. There was a decent performance from Daniel Benzali as Detective Dewey, who did exactly what this kind of movie demanded: he played it absolutely straight, and was quite funny as a result. The best performance was undoubtedly David Chappelle as Rusty Hayes, Willard's partner in crime. The biggest disappointment in my opinion was Danny DeVito. I usually enjoy him, and think he is a fine comedic actor, but his performance in Screwed was not good. He seemed too forced and didn't look as though he were enjoying himself playing Grover Cleaver.<br /><br />Hey, take it for what it's worth. It's not great, but it has a few laughs in it, and a totally crazy storyline. And, at 1:21, it doesn't take much commitment to see it through.<br /><br />I gave it 4/10."
25616_0,"Before I watched this movie I was actually excited on watching this comedy/documentary movie. However, I was led to a big time let down. I am a Mexican-American and I was thinking it was going to be a movie that jokes about our stereotypes, but it was not like that at all. It was based more on how ""upper-class white"" people heavily depended on the cheap work of illegal immigrants. The movie classified most immigrants of those who are very loyal and humble, and at the same time they appeared to be very weak with no character and their main purpose was to serve white people. Point is illegal immigrants are people and they do have feeling and are not just personal slaves. They do get mad and have other feelings. They also talk mess about their boss, like most people do, behind their backs. I felt that this movie did not give this illegal immigrants that chance to show that they are also people.<br /><br />Even though there is still a lot of racism out there, they showed most white people as racists whom are helpless without an illegal immigrant doing cheap labor. I am not white and it might be true, but white people are people, they can easily adapt to changes in their environment. There are some white people that do cheap labor not all white people are rich.<br /><br />One last thing that i strongly disagree with this movie is that what if there are not Mexicans around there is still a whole bunch of Central-Americans and South-Americans who are always classified as Mexicans. If you eliminate the illegal immigrant Mexican you still will have a lot of illegal immigrants of different places of this planet that will do that cheap labor work. Is not just the Mexican who is the cheap labor illegal immigrant in this nation. Finally, disregarding the rest, the movie was not funny, and I didn't even seem to get a chuckle at that. If you want to see a way better comedy movie about illegal immigrants I recommend you to watch Born in East L.A."
25661_0,"Coneheads is one of the best ""Saturday Night Live"" movies. I was expecting a light comedy but what I got was a whole lot more. Following a similar plot to the skit, Coneheads is the story about the Beldar Conehead family who crash on earth during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good. <br /><br />This is where the movie shows its heart. It could have been a movie of comedy bits but by the end, it is about happiness in a stable family, which is quite refreshing in these days of depressing movies about divorces and unmarried couples. It is nice to see Beldar be a father figure to his daughter rather than the ""Let Your Kids Be Who They Are"" mentality of these days. The direction of the film in excellent, setting up many nice visual gags and shots that are very impressive for a comedy film. And at times, the film feels ""epic"" as you see the family on the run from the INS, to moving to the suburbs to returning to their planet. <br /><br />There are great performances throughout the film and the many cameos are perfect. Look for funny scenes from Jan Hooks, Adam Sandler, Michael Richards, and Garrett Morris. Michelle Burke makes a nice debut as Connie Conehead and I expect to see more of her in the future. <br /><br />On the surface, this seems like a dumb movie and it has received many poor reviews. But if you sit back and let it take you on an adventure (and if you can keep up with the way the Coneheads use different words for common items) you will be pleasantly surprised."
25706_0,"You don't have to agree with its message to enjoy the first ""Walking Tall"". Certainly not as violent as the ""Dirty Harry"" pictures, but just as unsubtle, it was a powerful movie with a totally convincing, appropriately square performance by Joe Don Baker. <br /><br />The first sequel, in which Baker was replaced by Bo Svenson, was a boring, by-the-numbers follow-up, with none of the force of the original.<br /><br />The second sequel is even worse; talky and drab, it exploits (in an almost cannibalistic way) the first movie by lifting and recreating the most famous sequences from it. There are a few good moments (when Pusser picks up his trusty bat), but they are very scarce."
25751_0,"I had only recently become aware of this DVD as it was being advertised as containing missing footage from Game of Death. What an understatement watching this footage is just an incredible experience. That coupled with the documentary portion of this DVD truely gives us a better insight IMO into what Bruce was about, and the way he was trying to show us all."
25797_0,"I was intrigued by the storyline, as I was surfing the cable channel late one night; an apocalyptic tale of two lovers trying to escape to Antarctica to avoid a nuclear holocaust! What entailed, however, was one bumbling misstep after another by two young lovers who were not exactly the sharpest tacks in the box. How I made it through from beginning to end in itself was a Miracle! Don't waster your time on this horrible flick unless you are being paid large sums of money to watch it!"
